"","Range","Prefix","Number","My Payout","Client","Payout","Limits"
"","Afghanistan-New-Allapp","","93769779084","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765408926","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763634238","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771500345","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763787278","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772939563","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775352247","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773277913","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767453581","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767664259","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764211127","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779591524","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778875817","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775585201","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762367004","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766562440","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771833776","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774961272","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772686684","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775395128","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777694708","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760779531","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775581673","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775610306","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766987239","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770629873","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771899831","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775565509","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769673506","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763343605","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769205819","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765083583","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765012136","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775628309","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775619500","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771669919","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773879784","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774056989","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760160970","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762283431","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764398054","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760140100","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773729611","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774573289","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764657881","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774289879","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772825399","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778785788","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768373289","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768057428","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774542157","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773722440","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767184327","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772964835","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769762172","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773863404","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777208226","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777521074","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778383070","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765733947","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776484632","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770754683","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761892728","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779756939","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769668230","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773791766","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761981190","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769927552","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770689712","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768631022","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778169416","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773548443","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769231850","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767319833","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767752425","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776771900","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761636613","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770685230","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768743887","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779390651","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768018003","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763914999","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779887980","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761992138","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763593457","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770271631","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764371743","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772048471","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779759262","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776942357","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772957953","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767843002","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772790486","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771241041","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772660276","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761027654","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764756540","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772769211","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761928199","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772352874","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764590960","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761472648","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775099622","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770910587","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777428023","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762331371","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771045538","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776532344","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766413935","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762413037","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765272401","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775821674","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778522834","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768574615","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779893363","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760017482","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772765405","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765768527","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767423217","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778300033","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772697281","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764624495","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777946616","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767249376","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93776428205","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768458907","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775246205","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761281911","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775110552","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779992996","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772120114","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769458854","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779312919","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760531243","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766976747","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768514380","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770740761","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769200910","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764207177","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778000500","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760074462","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775763366","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775205707","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762312486","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773492978","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763131300","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779200434","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766727800","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762942896","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764171755","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763951959","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764985240","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772289563","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768956815","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771070331","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762259951","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764143787","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768649818","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774766988","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774464023","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770965428","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773969763","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763034321","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770619507","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773569868","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763441215","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761707420","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778798782","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768311781","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779440896","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93777127183","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771963406","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764489231","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93770830966","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761545205","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762705070","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760721819","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93769193087","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765802692","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761038170","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772045497","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766276536","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778773644","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762988126","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768680097","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773761010","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778071734","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762389142","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772561485","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774737254","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761280038","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779117044","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765753216","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760310677","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778864849","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773163929","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768519729","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765732383","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93771187428","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773080304","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779326857","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768401205","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766796458","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773453744","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764433300","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761860398","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765024280","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767617344","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779105372","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762738845","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93766322080","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761739248","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773408206","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93764519141","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93762146649","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765963522","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778800476","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93761865158","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779342089","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93775563490","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93772283949","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760020019","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767021238","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773176151","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93760976697","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93778893367","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767297464","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765553966","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93779490097","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763391070","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93763250430","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93773640393","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93767124303","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93765648658","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93768860899","Weekly$ 0.007","","","SD : 0 | SW : 0"
"","Afghanistan-New-Allapp","","93774210213","Weekly$ 0.007","","","SD : 0 | SW : 0"
